date,crop,variety,market,district,state,min_price,max_price,modal_price,arrivals
2026-02-19,Black Gram,Whole,Vashi,Mumbai,Maharashtra,7633.37,9535.49,8472.12,228.52
2026-02-19,Black Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,6553.2,8673.84,7537.97,113.53
2026-02-19,Copra,Milling,Azadpur,New Delhi,Delhi,17152.98,22257.55,20064.26,125.22
2026-02-19,Copra,Milling,Bowenpally,Hyderabad,Telangana,16538.09,21294.27,18351.88,46.38
2026-02-19,Copra,Milling,Koyambedu,Chennai,Tamil Nadu,16455.62,21213.95,19198.03,60.74
2026-02-19,Copra,Milling,Vashi,Mumbai,Maharashtra,18504.71,23416.26,20933.88,84.04
2026-02-19,Copra,Milling,Yeshwanthpur,Bangalore,Karnataka,16743.65,21541.33,18794.32,92.22
2026-02-19,Cotton,Medium Staple,Azadpur,New Delhi,Delhi,8942.35,12022.79,10246.21,291.48
2026-02-19,Cotton,Medium Staple,Bowenpally,Hyderabad,Telangana,8500.1,10225.56,9331.23,98.42
2026-02-19,Cotton,Medium Staple,Koyambedu,Chennai,Tamil Nadu,8101.49,10853.57,9794.09,82.44
2026-02-19,Cotton,Medium Staple,Vashi,Mumbai,Maharashtra,9183.64,12034.47,10685.46,167.35
2026-02-19,Cotton,Medium Staple,Yeshwanthpur,Bangalore,Karnataka,8274.06,11160.72,9602.82,112.33
2026-02-19,Green Gram,Whole,Azadpur,New Delhi,Delhi,6025.54,8544.75,7285.13,5806.32
2026-02-19,Green Gram,Whole,Bowenpally,Hyderabad,Telangana,5590.94,7647.83,6528.35,2127.5
2026-02-19,Green Gram,Whole,Koyambedu,Chennai,Tamil Nadu,5877.86,7450.02,6798.73,2483.91
2026-02-19,Green Gram,Whole,Vashi,Mumbai,Maharashtra,6499.5,8458.04,7506.34,4293.58
2026-02-19,Green Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,5884.73,7461.11,6670.96,2609.18
2026-02-19,Groundnut,Bold,Azadpur,New Delhi,Delhi,6912.35,8623.56,7570.78,797.39
2026-02-19,Groundnut,Bold,Bowenpally,Hyderabad,Telangana,5698.94,7841.56,6931.36,373.18
2026-02-19,Groundnut,Bold,Koyambedu,Chennai,Tamil Nadu,6087.03,8296.39,7399.84,502.83
2026-02-19,Groundnut,Bold,Vashi,Mumbai,Maharashtra,6494.2,8685.82,7831.33,888.1
2026-02-19,Groundnut,Bold,Yeshwanthpur,Bangalore,Karnataka,6591.14,7794.98,7168.69,359.03
2026-02-19,Jowar,Local,Azadpur,New Delhi,Delhi,3484.99,4468.19,3840.22,323.0
2026-02-19,Jowar,Local,Bowenpally,Hyderabad,Telangana,3087.81,4131.32,3510.38,112.65
2026-02-19,Jowar,Local,Koyambedu,Chennai,Tamil Nadu,3389.24,4318.41,3722.9,203.31
2026-02-19,Jowar,Local,Vashi,Mumbai,Maharashtra,3485.31,4314.06,3984.07,213.4
2026-02-19,Jowar,Local,Yeshwanthpur,Bangalore,Karnataka,3136.36,4050.58,3621.64,151.81
2026-02-19,Lentil,Whole,Azadpur,New Delhi,Delhi,8368.87,10393.23,9155.05,698.96
2026-02-19,Lentil,Whole,Bowenpally,Hyderabad,Telangana,6401.34,8365.11,7368.89,244.51
2026-02-19,Lentil,Whole,Koyambedu,Chennai,Tamil Nadu,6632.25,8504.5,7596.19,297.94
2026-02-19,Lentil,Whole,Vashi,Mumbai,Maharashtra,7224.63,9913.67,8467.41,394.89
2026-02-19,Lentil,Whole,Yeshwanthpur,Bangalore,Karnataka,6764.85,8899.45,7653.43,203.77
2026-02-19,Maize,Local,Azadpur,New Delhi,Delhi,2005.66,2583.26,2283.6,15271.37
2026-02-19,Maize,Local,Bowenpally,Hyderabad,Telangana,1728.71,2085.51,1909.74,6283.67
2026-02-19,Maize,Local,Koyambedu,Chennai,Tamil Nadu,1680.18,2172.37,1993.01,8254.59
2026-02-19,Maize,Local,Vashi,Mumbai,Maharashtra,2043.77,2682.15,2281.07,10479.83
2026-02-19,Maize,Local,Yeshwanthpur,Bangalore,Karnataka,1766.14,2162.87,1948.97,8662.47
2026-02-19,Mustard,Local,Azadpur,New Delhi,Delhi,6652.24,8751.93,8083.27,1554.06
2026-02-19,Mustard,Local,Bowenpally,Hyderabad,Telangana,6016.63,8083.59,7276.48,937.62
2026-02-19,Mustard,Local,Koyambedu,Chennai,Tamil Nadu,6999.42,8566.1,7661.61,1007.53
2026-02-19,Mustard,Local,Vashi,Mumbai,Maharashtra,7297.89,9562.34,8300.1,2007.28
2026-02-19,Mustard,Local,Yeshwanthpur,Bangalore,Karnataka,6923.44,8289.9,7555.81,927.5
2026-02-19,Niger Seed,Local,Azadpur,New Delhi,Delhi,12052.69,15122.74,13317.73,12.31
2026-02-19,Niger Seed,Local,Bowenpally,Hyderabad,Telangana,10184.83,13318.66,12129.19,6.18
2026-02-19,Niger Seed,Local,Koyambedu,Chennai,Tamil Nadu,11922.25,14543.15,13258.58,6.56
2026-02-19,Niger Seed,Local,Vashi,Mumbai,Maharashtra,11865.96,14890.8,13776.49,11.15
2026-02-19,Niger Seed,Local,Yeshwanthpur,Bangalore,Karnataka,10381.88,14362.86,12559.55,8.24
2026-02-19,Onion,Nasik Red,Azadpur,New Delhi,Delhi,2098.19,2769.65,2446.16,34332.54
2026-02-19,Onion,Nasik Red,Bowenpally,Hyderabad,Telangana,1803.92,2461.21,2172.61,13420.6
2026-02-19,Onion,Nasik Red,Koyambedu,Chennai,Tamil Nadu,2000.98,2548.23,2321.16,20236.7
2026-02-19,Onion,Nasik Red,Vashi,Mumbai,Maharashtra,2042.31,2735.96,2480.37,23399.15
2026-02-19,Onion,Nasik Red,Yeshwanthpur,Bangalore,Karnataka,2052.9,2450.65,2251.95,13149.41
2026-02-19,Paddy,Common,Azadpur,New Delhi,Delhi,2557.44,3423.85,3088.14,13779.14
2026-02-19,Paddy,Common,Bowenpally,Hyderabad,Telangana,2326.24,3213.06,2796.46,3764.85
2026-02-19,Paddy,Common,Koyambedu,Chennai,Tamil Nadu,2601.85,3321.95,2932.03,7618.34
2026-02-19,Paddy,Common,Vashi,Mumbai,Maharashtra,2608.21,3595.15,3155.02,12869.94
2026-02-19,Paddy,Common,Yeshwanthpur,Bangalore,Karnataka,2538.64,3348.32,2902.69,7402.36
2026-02-19,Potato,Local,Azadpur,New Delhi,Delhi,468.03,562.08,509.13,27633.03
2026-02-19,Potato,Local,Bowenpally,Hyderabad,Telangana,373.26,516.49,451.53,13242.04
2026-02-19,Potato,Local,Koyambedu,Chennai,Tamil Nadu,394.53,558.22,473.25,18725.17
2026-02-19,Potato,Local,Vashi,Mumbai,Maharashtra,436.79,571.65,518.03,36168.83
2026-02-19,Potato,Local,Yeshwanthpur,Bangalore,Karnataka,375.59,495.94,455.67,10392.68
2026-02-19,Ragi,Local,Azadpur,New Delhi,Delhi,3480.9,4618.85,3961.67,64.3
2026-02-19,Ragi,Local,Bowenpally,Hyderabad,Telangana,3081.04,4213.92,3634.12,33.24
2026-02-19,Ragi,Local,Koyambedu,Chennai,Tamil Nadu,3313.54,4364.37,3795.05,46.45
2026-02-19,Ragi,Local,Vashi,Mumbai,Maharashtra,3762.57,4673.38,4143.45,58.74
2026-02-19,Ragi,Local,Yeshwanthpur,Bangalore,Karnataka,3166.52,4101.22,3505.58,43.71
2026-02-19,Red Gram,Whole,Azadpur,New Delhi,Delhi,6832.63,8509.91,7473.36,688.7
2026-02-19,Red Gram,Whole,Bowenpally,Hyderabad,Telangana,5627.27,7459.41,6722.11,361.51
2026-02-19,Red Gram,Whole,Koyambedu,Chennai,Tamil Nadu,5983.76,8124.88,7165.65,471.63
2026-02-19,Red Gram,Whole,Vashi,Mumbai,Maharashtra,6653.05,8413.55,7730.16,711.39
2026-02-19,Red Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,5882.2,8081.07,6992.31,409.29
2026-02-19,Safflower,Local,Azadpur,New Delhi,Delhi,4632.0,6197.16,5566.3,42.47
2026-02-19,Safflower,Local,Bowenpally,Hyderabad,Telangana,4480.06,5482.38,4914.08,16.81
2026-02-19,Safflower,Local,Koyambedu,Chennai,Tamil Nadu,4512.65,6071.34,5275.15,20.16
2026-02-19,Safflower,Local,Vashi,Mumbai,Maharashtra,5075.82,6183.34,5619.95,20.97
2026-02-19,Safflower,Local,Yeshwanthpur,Bangalore,Karnataka,4710.69,5938.26,5138.29,17.09
2026-02-19,Sesamum,Local,Azadpur,New Delhi,Delhi,10389.62,13204.53,11603.56,182.8
2026-02-19,Sesamum,Local,Bowenpally,Hyderabad,Telangana,8924.92,11602.03,10500.94,67.73
2026-02-19,Sesamum,Local,Koyambedu,Chennai,Tamil Nadu,9081.83,11372.79,10476.61,78.54
2026-02-19,Sesamum,Local,Vashi,Mumbai,Maharashtra,10878.86,13948.06,12057.49,185.27
2026-02-19,Sesamum,Local,Yeshwanthpur,Bangalore,Karnataka,9652.58,12937.09,11052.78,86.58
2026-02-19,Soyabean,Local,Azadpur,New Delhi,Delhi,5686.89,7240.17,6476.05,5075.38
2026-02-19,Soyabean,Local,Bowenpally,Hyderabad,Telangana,4980.32,6570.56,5855.99,1806.52
2026-02-19,Soyabean,Local,Koyambedu,Chennai,Tamil Nadu,5376.68,6962.16,6142.9,2858.34
2026-02-19,Soyabean,Local,Vashi,Mumbai,Maharashtra,5989.18,7680.5,6750.81,4862.15
2026-02-19,Soyabean,Local,Yeshwanthpur,Bangalore,Karnataka,5582.56,6878.99,6076.48,2309.29
2026-02-19,Sunflower,Local,Azadpur,New Delhi,Delhi,7046.53,9641.46,8356.78,111.67
2026-02-19,Sunflower,Local,Bowenpally,Hyderabad,Telangana,6867.28,8248.82,7607.0,48.0
2026-02-19,Sunflower,Local,Koyambedu,Chennai,Tamil Nadu,7411.38,9605.85,8798.39,57.99
2026-02-19,Sunflower,Local,Vashi,Mumbai,Maharashtra,7314.17,9755.97,8621.33,106.75
2026-02-19,Sunflower,Local,Yeshwanthpur,Bangalore,Karnataka,6906.14,8509.61,7718.26,54.25
2026-02-19,Tomato,Local,Azadpur,New Delhi,Delhi,1620.46,2009.52,1815.27,9696.59
2026-02-19,Tomato,Local,Bowenpally,Hyderabad,Telangana,1376.93,1875.14,1633.72,3343.73
2026-02-19,Tomato,Local,Koyambedu,Chennai,Tamil Nadu,1453.38,1965.72,1737.8,4232.77
2026-02-19,Tomato,Local,Vashi,Mumbai,Maharashtra,1644.03,2052.82,1857.12,5486.46
2026-02-19,Tomato,Local,Yeshwanthpur,Bangalore,Karnataka,1502.27,1966.44,1714.92,3827.18
2026-02-19,Wheat,Local,Azadpur,New Delhi,Delhi,2580.99,3158.51,2807.97,41233.28
2026-02-19,Wheat,Local,Bowenpally,Hyderabad,Telangana,2177.92,3002.25,2547.72,17306.3
2026-02-19,Wheat,Local,Koyambedu,Chennai,Tamil Nadu,2228.48,3176.92,2694.18,21695.73
2026-02-19,Wheat,Local,Vashi,Mumbai,Maharashtra,2588.94,3338.23,2869.21,26946.23
2026-02-19,Wheat,Local,Yeshwanthpur,Bangalore,Karnataka,2330.61,3005.87,2650.5,18438.38
2026-02-20,Bajra,Local,Azadpur,New Delhi,Delhi,2051.56,2593.46,2361.73,1049.87
2026-02-20,Bajra,Local,Bowenpally,Hyderabad,Telangana,1792.53,2469.67,2167.5,433.94
2026-02-20,Bajra,Local,Koyambedu,Chennai,Tamil Nadu,1885.23,2478.62,2266.4,654.72
2026-02-20,Bajra,Local,Vashi,Mumbai,Maharashtra,2241.59,2751.88,2448.47,1050.42
2026-02-20,Bajra,Local,Yeshwanthpur,Bangalore,Karnataka,1906.55,2487.81,2203.58,557.54
2026-02-20,Barley,Local,Azadpur,New Delhi,Delhi,2282.85,3023.61,2581.59,139.76
2026-02-20,Barley,Local,Bowenpally,Hyderabad,Telangana,2110.15,2626.48,2338.43,65.75
2026-02-20,Barley,Local,Koyambedu,Chennai,Tamil Nadu,2247.89,2802.61,2474.47,78.07
2026-02-20,Barley,Local,Vashi,Mumbai,Maharashtra,2197.3,3001.14,2662.76,125.68
2026-02-20,Barley,Local,Yeshwanthpur,Bangalore,Karnataka,2144.74,2705.68,2408.33,93.59
2026-02-20,Bengal Gram,Whole,Azadpur,New Delhi,Delhi,5583.67,7420.66,6413.85,3070.01
2026-02-20,Bengal Gram,Whole,Bowenpally,Hyderabad,Telangana,5102.09,6677.33,5660.19,1074.0
2026-02-20,Bengal Gram,Whole,Koyambedu,Chennai,Tamil Nadu,5478.95,6936.11,6031.15,1562.27
2026-02-20,Bengal Gram,Whole,Vashi,Mumbai,Maharashtra,5508.73,7459.55,6598.3,1923.93
2026-02-20,Bengal Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,5001.16,6777.95,5918.94,1150.53
