date,crop,variety,market,district,state,min_price,max_price,modal_price,arrivals
2026-08-01,Cotton,Medium Staple,Bowenpally,Hyderabad,Telangana,8062.81,10238.96,8790.19,161.11
2026-08-01,Cotton,Medium Staple,Koyambedu,Chennai,Tamil Nadu,7582.15,10558.91,9185.6,171.38
2026-08-01,Cotton,Medium Staple,Vashi,Mumbai,Maharashtra,8451.22,10431.13,9501.29,257.84
2026-08-01,Cotton,Medium Staple,Yeshwanthpur,Bangalore,Karnataka,7084.26,10149.86,8628.17,188.42
2026-08-01,Green Gram,Whole,Azadpur,New Delhi,Delhi,7610.98,9726.57,8544.62,9732.13
2026-08-01,Green Gram,Whole,Bowenpally,Hyderabad,Telangana,7623.55,9508.53,8389.13,3750.31
2026-08-01,Green Gram,Whole,Koyambedu,Chennai,Tamil Nadu,6563.32,8776.61,7719.57,5275.39
2026-08-01,Green Gram,Whole,Vashi,Mumbai,Maharashtra,7429.07,9055.81,8332.42,8426.1
2026-08-01,Green Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,7352.77,9739.55,8549.06,4001.93
2026-08-01,Groundnut,Bold,Azadpur,New Delhi,Delhi,7564.84,9293.84,8496.89,1662.38
2026-08-01,Groundnut,Bold,Bowenpally,Hyderabad,Telangana,5498.25,7203.45,6610.73,544.34
2026-08-01,Groundnut,Bold,Koyambedu,Chennai,Tamil Nadu,6400.57,8382.08,7144.01,892.22
2026-08-01,Groundnut,Bold,Vashi,Mumbai,Maharashtra,6551.11,8836.43,7771.63,1158.61
2026-08-01,Groundnut,Bold,Yeshwanthpur,Bangalore,Karnataka,6633.24,8116.9,7374.45,635.82
2026-08-01,Jowar,Local,Azadpur,New Delhi,Delhi,3274.26,4063.77,3567.91,617.66
2026-08-01,Jowar,Local,Bowenpally,Hyderabad,Telangana,3307.2,4183.16,3628.43,209.63
2026-08-01,Jowar,Local,Koyambedu,Chennai,Tamil Nadu,3489.52,4446.43,3884.13,289.01
2026-08-01,Jowar,Local,Vashi,Mumbai,Maharashtra,3488.24,4372.95,3796.07,463.2
2026-08-01,Jowar,Local,Yeshwanthpur,Bangalore,Karnataka,3133.41,3857.66,3447.79,267.54
2026-08-01,Lentil,Whole,Azadpur,New Delhi,Delhi,7921.41,11166.65,9500.0,859.31
2026-08-01,Lentil,Whole,Bowenpally,Hyderabad,Telangana,7318.21,9131.78,8244.34,340.16
2026-08-01,Lentil,Whole,Koyambedu,Chennai,Tamil Nadu,5824.76,8105.33,7026.62,528.49
2026-08-01,Lentil,Whole,Vashi,Mumbai,Maharashtra,7159.4,8954.85,8196.72,711.63
2026-08-01,Lentil,Whole,Yeshwanthpur,Bangalore,Karnataka,5927.2,7807.76,6820.24,409.81
2026-08-01,Maize,Local,Azadpur,New Delhi,Delhi,2063.38,2744.36,2505.82,28934.54
2026-08-01,Maize,Local,Bowenpally,Hyderabad,Telangana,1813.58,2454.55,2188.29,10834.32
2026-08-01,Maize,Local,Koyambedu,Chennai,Tamil Nadu,1957.77,2630.14,2325.33,14519.76
2026-08-01,Maize,Local,Vashi,Mumbai,Maharashtra,1948.42,2677.72,2288.24,24544.85
2026-08-01,Maize,Local,Yeshwanthpur,Bangalore,Karnataka,2085.67,2690.28,2417.07,14028.54
2026-08-01,Mustard,Local,Azadpur,New Delhi,Delhi,6765.84,9150.15,7902.32,2974.47
2026-08-01,Mustard,Local,Bowenpally,Hyderabad,Telangana,6313.64,7930.61,7276.2,1475.35
2026-08-01,Mustard,Local,Koyambedu,Chennai,Tamil Nadu,4916.75,6609.96,5982.99,2235.38
2026-08-01,Mustard,Local,Vashi,Mumbai,Maharashtra,6766.1,9185.98,7915.51,2795.9
2026-08-01,Mustard,Local,Yeshwanthpur,Bangalore,Karnataka,5517.14,7826.43,6700.89,1707.69
2026-08-01,Niger Seed,Local,Azadpur,New Delhi,Delhi,11061.7,14031.18,12162.14,31.8
2026-08-01,Niger Seed,Local,Bowenpally,Hyderabad,Telangana,10477.24,14701.67,12469.32,9.96
2026-08-01,Niger Seed,Local,Koyambedu,Chennai,Tamil Nadu,9341.42,13046.68,11096.93,13.51
2026-08-01,Niger Seed,Local,Vashi,Mumbai,Maharashtra,10488.82,14761.93,12545.36,20.19
2026-08-01,Niger Seed,Local,Yeshwanthpur,Bangalore,Karnataka,10975.91,13680.92,12289.5,13.21
2026-08-01,Onion,Nasik Red,Azadpur,New Delhi,Delhi,2315.86,2898.63,2628.36,47945.17
2026-08-01,Onion,Nasik Red,Bowenpally,Hyderabad,Telangana,2886.18,3468.11,3172.01,20127.98
2026-08-01,Onion,Nasik Red,Koyambedu,Chennai,Tamil Nadu,2405.69,3197.37,2777.26,23858.43
2026-08-01,Onion,Nasik Red,Vashi,Mumbai,Maharashtra,2649.92,3417.43,3077.2,34617.15
2026-08-01,Onion,Nasik Red,Yeshwanthpur,Bangalore,Karnataka,2330.7,3005.7,2755.87,22903.4
2026-08-01,Paddy,Common,Azadpur,New Delhi,Delhi,2625.9,3343.93,2921.13,22525.94
2026-08-01,Paddy,Common,Bowenpally,Hyderabad,Telangana,2369.4,2963.93,2718.01,8464.9
2026-08-01,Paddy,Common,Koyambedu,Chennai,Tamil Nadu,2295.88,3110.64,2695.1,11578.93
2026-08-01,Paddy,Common,Vashi,Mumbai,Maharashtra,2545.37,3142.7,2859.31,17242.97
2026-08-01,Paddy,Common,Yeshwanthpur,Bangalore,Karnataka,2283.78,2917.56,2630.19,11809.36
2026-08-01,Potato,Local,Azadpur,New Delhi,Delhi,863.44,1076.52,952.45,60370.8
2026-08-01,Potato,Local,Bowenpally,Hyderabad,Telangana,853.42,1092.24,954.6,23894.05
2026-08-01,Potato,Local,Koyambedu,Chennai,Tamil Nadu,923.92,1172.97,1021.35,30556.55
2026-08-01,Potato,Local,Vashi,Mumbai,Maharashtra,896.42,1166.07,1047.06,39125.02
2026-08-01,Potato,Local,Yeshwanthpur,Bangalore,Karnataka,839.25,1043.08,945.71,26166.68
2026-08-01,Ragi,Local,Azadpur,New Delhi,Delhi,3265.89,4026.3,3699.82,141.84
2026-08-01,Ragi,Local,Bowenpally,Hyderabad,Telangana,3083.1,3723.31,3428.96,60.56
2026-08-01,Ragi,Local,Koyambedu,Chennai,Tamil Nadu,3302.97,4290.74,3695.67,83.22
2026-08-01,Ragi,Local,Vashi,Mumbai,Maharashtra,3605.52,4647.86,3972.17,128.46
2026-08-01,Ragi,Local,Yeshwanthpur,Bangalore,Karnataka,2880.89,4022.96,3499.71,62.95
2026-08-01,Red Gram,Whole,Azadpur,New Delhi,Delhi,7307.02,9156.92,8079.38,1456.86
2026-08-01,Red Gram,Whole,Bowenpally,Hyderabad,Telangana,6332.03,8527.98,7516.75,495.47
2026-08-01,Red Gram,Whole,Koyambedu,Chennai,Tamil Nadu,7634.36,9424.83,8301.65,888.73
2026-08-01,Red Gram,Whole,Vashi,Mumbai,Maharashtra,7213.84,10045.88,8524.82,1073.06
2026-08-01,Red Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,6902.42,9130.55,7886.59,733.09
2026-08-01,Safflower,Local,Azadpur,New Delhi,Delhi,4489.95,6174.13,5276.59,59.4
2026-08-01,Safflower,Local,Bowenpally,Hyderabad,Telangana,3727.35,4725.87,4302.91,27.89
2026-08-01,Safflower,Local,Koyambedu,Chennai,Tamil Nadu,4101.51,5801.18,4979.12,34.3
2026-08-01,Safflower,Local,Vashi,Mumbai,Maharashtra,4017.59,4855.99,4414.3,50.22
2026-08-01,Safflower,Local,Yeshwanthpur,Bangalore,Karnataka,4370.52,5503.64,4880.63,28.83
2026-08-01,Sesamum,Local,Azadpur,New Delhi,Delhi,11223.15,14922.13,13104.75,312.25
2026-08-01,Sesamum,Local,Bowenpally,Hyderabad,Telangana,10447.16,13468.01,12101.22,135.93
2026-08-01,Sesamum,Local,Koyambedu,Chennai,Tamil Nadu,10260.25,13291.31,11810.64,169.43
2026-08-01,Sesamum,Local,Vashi,Mumbai,Maharashtra,12359.27,16923.84,15000.0,209.55
2026-08-01,Sesamum,Local,Yeshwanthpur,Bangalore,Karnataka,11680.57,14779.05,13470.5,142.77
2026-08-01,Soyabean,Local,Azadpur,New Delhi,Delhi,6243.86,8186.69,7573.61,7769.26
2026-08-01,Soyabean,Local,Bowenpally,Hyderabad,Telangana,5449.74,7167.76,6169.6,3019.93
2026-08-01,Soyabean,Local,Koyambedu,Chennai,Tamil Nadu,5551.52,7356.34,6576.29,4842.37
2026-08-01,Soyabean,Local,Vashi,Mumbai,Maharashtra,6639.35,8684.03,8000.0,6260.56
2026-08-01,Soyabean,Local,Yeshwanthpur,Bangalore,Karnataka,5618.49,7058.96,6337.84,3653.6
2026-08-01,Sunflower,Local,Azadpur,New Delhi,Delhi,7814.92,10089.49,8646.1,192.48
2026-08-01,Sunflower,Local,Bowenpally,Hyderabad,Telangana,6318.08,8217.43,7465.74,75.07
2026-08-01,Sunflower,Local,Koyambedu,Chennai,Tamil Nadu,7088.55,8791.61,7972.49,114.93
2026-08-01,Sunflower,Local,Vashi,Mumbai,Maharashtra,7268.22,8875.83,8122.67,182.89
2026-08-01,Sunflower,Local,Yeshwanthpur,Bangalore,Karnataka,7007.29,8534.99,7854.24,95.48
2026-08-01,Tomato,Local,Azadpur,New Delhi,Delhi,1700.65,2287.67,2048.84,12594.8
2026-08-01,Tomato,Local,Bowenpally,Hyderabad,Telangana,1456.49,2053.44,1760.37,6033.88
2026-08-01,Tomato,Local,Koyambedu,Chennai,Tamil Nadu,1473.01,1818.97,1641.75,8021.64
2026-08-01,Tomato,Local,Vashi,Mumbai,Maharashtra,1909.25,2448.68,2081.72,11106.47
2026-08-01,Tomato,Local,Yeshwanthpur,Bangalore,Karnataka,1431.19,1975.3,1739.75,6223.66
2026-08-01,Wheat,Local,Azadpur,New Delhi,Delhi,2145.99,2996.31,2572.09,72021.94
2026-08-01,Wheat,Local,Bowenpally,Hyderabad,Telangana,2246.75,2757.12,2545.13,23108.18
2026-08-01,Wheat,Local,Koyambedu,Chennai,Tamil Nadu,2201.81,2739.76,2484.46,31517.52
2026-08-01,Wheat,Local,Vashi,Mumbai,Maharashtra,2468.0,3160.83,2770.58,52503.04
2026-08-01,Wheat,Local,Yeshwanthpur,Bangalore,Karnataka,2183.95,2771.93,2539.1,32635.77
2026-08-02,Bajra,Local,Azadpur,New Delhi,Delhi,2547.76,3178.26,2800.35,905.67
2026-08-02,Bajra,Local,Bowenpally,Hyderabad,Telangana,1942.43,2634.35,2244.83,465.29
2026-08-02,Bajra,Local,Koyambedu,Chennai,Tamil Nadu,1985.55,2605.52,2238.07,470.93
2026-08-02,Bajra,Local,Vashi,Mumbai,Maharashtra,2274.22,2961.53,2587.65,480.24
2026-08-02,Bajra,Local,Yeshwanthpur,Bangalore,Karnataka,2002.97,2528.03,2185.9,536.47
2026-08-02,Barley,Local,Azadpur,New Delhi,Delhi,2265.05,2848.28,2483.4,105.13
2026-08-02,Barley,Local,Bowenpally,Hyderabad,Telangana,1739.49,2386.77,2023.67,46.73
2026-08-02,Barley,Local,Koyambedu,Chennai,Tamil Nadu,1864.42,2598.26,2235.67,48.24
2026-08-02,Barley,Local,Vashi,Mumbai,Maharashtra,1861.66,2582.39,2219.13,74.91
2026-08-02,Barley,Local,Yeshwanthpur,Bangalore,Karnataka,1918.84,2385.0,2202.15,33.68
2026-08-02,Bengal Gram,Whole,Azadpur,New Delhi,Delhi,5635.71,7513.18,6445.06,1590.44
2026-08-02,Bengal Gram,Whole,Bowenpally,Hyderabad,Telangana,5185.21,7049.9,6173.22,1021.72
2026-08-02,Bengal Gram,Whole,Koyambedu,Chennai,Tamil Nadu,5419.8,7466.08,6460.03,826.73
2026-08-02,Bengal Gram,Whole,Vashi,Mumbai,Maharashtra,6515.68,8477.4,7473.55,1505.35
2026-08-02,Bengal Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,5787.85,7771.63,6656.96,1240.54
2026-08-02,Black Gram,Whole,Azadpur,New Delhi,Delhi,7740.33,10072.28,8846.24,132.21
2026-08-02,Black Gram,Whole,Bowenpally,Hyderabad,Telangana,7060.65,8876.43,8039.23,69.3
2026-08-02,Black Gram,Whole,Koyambedu,Chennai,Tamil Nadu,7852.24,10540.68,9534.2,132.13
2026-08-02,Black Gram,Whole,Vashi,Mumbai,Maharashtra,8632.53,10609.17,9775.47,174.71
2026-08-02,Black Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,7004.81,9256.17,7956.03,117.95
2026-08-02,Copra,Milling,Azadpur,New Delhi,Delhi,19533.51,25495.33,21703.78,101.18
2026-08-02,Copra,Milling,Bowenpally,Hyderabad,Telangana,15299.54,20321.76,17442.53,40.02
2026-08-02,Copra,Milling,Koyambedu,Chennai,Tamil Nadu,18104.44,24614.82,21382.43,47.29
2026-08-02,Copra,Milling,Vashi,Mumbai,Maharashtra,20036.24,25701.87,21783.12,56.53
2026-08-02,Copra,Milling,Yeshwanthpur,Bangalore,Karnataka,16542.81,21362.61,18933.67,28.85
2026-08-02,Cotton,Medium Staple,Azadpur,New Delhi,Delhi,8640.96,11309.91,10002.23,217.08
2026-08-02,Cotton,Medium Staple,Bowenpally,Hyderabad,Telangana,8060.35,9803.1,8822.11,69.72
2026-08-02,Cotton,Medium Staple,Koyambedu,Chennai,Tamil Nadu,8124.28,10135.4,9202.71,68.36
2026-08-02,Cotton,Medium Staple,Vashi,Mumbai,Maharashtra,7777.12,10528.41,9032.84,112.59
2026-08-02,Cotton,Medium Staple,Yeshwanthpur,Bangalore,Karnataka,7957.71,9734.51,8659.88,74.18
2026-08-02,Green Gram,Whole,Azadpur,New Delhi,Delhi,7587.29,9575.63,8537.78,5307.37
2026-08-02,Green Gram,Whole,Bowenpally,Hyderabad,Telangana,7130.18,9743.47,8355.55,1725.29
2026-08-02,Green Gram,Whole,Koyambedu,Chennai,Tamil Nadu,6823.02,8520.61,7686.81,2343.03
2026-08-02,Green Gram,Whole,Vashi,Mumbai,Maharashtra,6903.22,9467.9,8366.52,3479.67
2026-08-02,Green Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,7348.18,9811.45,8621.0,1751.77
2026-08-02,Groundnut,Bold,Azadpur,New Delhi,Delhi,7387.41,9872.94,8455.05,631.02
2026-08-02,Groundnut,Bold,Bowenpally,Hyderabad,Telangana,5447.43,7447.58,6569.51,256.71
2026-08-02,Groundnut,Bold,Koyambedu,Chennai,Tamil Nadu,6559.37,8181.06,7187.37,325.29
2026-08-02,Groundnut,Bold,Vashi,Mumbai,Maharashtra,6571.87,8399.61,7761.81,499.83
2026-08-02,Groundnut,Bold,Yeshwanthpur,Bangalore,Karnataka,6308.34,8377.05,7435.93,217.26
2026-08-02,Jowar,Local,Azadpur,New Delhi,Delhi,3206.48,4195.41,3626.37,188.31
2026-08-02,Jowar,Local,Bowenpally,Hyderabad,Telangana,3213.67,4070.8,3621.27,64.99
2026-08-02,Jowar,Local,Koyambedu,Chennai,Tamil Nadu,3403.36,4360.08,3857.58,90.27
2026-08-02,Jowar,Local,Vashi,Mumbai,Maharashtra,3355.74,4318.25,3783.14,144.86
2026-08-02,Jowar,Local,Yeshwanthpur,Bangalore,Karnataka,2944.58,3807.33,3486.86,85.58
2026-08-02,Lentil,Whole,Azadpur,New Delhi,Delhi,8040.16,10826.96,9500.0,342.56
2026-08-02,Lentil,Whole,Bowenpally,Hyderabad,Telangana,7121.34,9195.99,8271.69,186.64
2026-08-02,Lentil,Whole,Koyambedu,Chennai,Tamil Nadu,6205.77,7713.98,7077.62,251.19
2026-08-02,Lentil,Whole,Vashi,Mumbai,Maharashtra,7226.27,8904.67,8154.05,255.38
2026-08-02,Lentil,Whole,Yeshwanthpur,Bangalore,Karnataka,6011.32,7651.37,6832.91,193.25
2026-08-02,Maize,Local,Azadpur,New Delhi,Delhi,2146.43,2792.86,2495.07,11712.1
2026-08-02,Maize,Local,Bowenpally,Hyderabad,Telangana,1751.69,2288.14,1986.86,2576.96
2026-08-02,Maize,Local,Koyambedu,Chennai,Tamil Nadu,1963.4,2556.81,2321.39,8504.26
2026-08-02,Maize,Local,Vashi,Mumbai,Maharashtra,1911.46,2617.0,2285.39,7566.64
2026-08-02,Maize,Local,Yeshwanthpur,Bangalore,Karnataka,2053.98,2661.22,2423.64,6891.94
2026-08-02,Mustard,Local,Azadpur,New Delhi,Delhi,7181.46,10031.94,8688.01,1571.03
2026-08-02,Mustard,Local,Bowenpally,Hyderabad,Telangana,5982.05,7937.45,7128.26,709.45
2026-08-02,Mustard,Local,Koyambedu,Chennai,Tamil Nadu,5466.83,6779.77,6217.82,486.99
2026-08-02,Mustard,Local,Vashi,Mumbai,Maharashtra,6525.35,8868.11,7921.2,1457.81
2026-08-02,Mustard,Local,Yeshwanthpur,Bangalore,Karnataka,5952.68,7294.66,6740.86,686.2
2026-08-02,Niger Seed,Local,Azadpur,New Delhi,Delhi,10801.36,13614.87,12223.4,6.19
2026-08-02,Niger Seed,Local,Bowenpally,Hyderabad,Telangana,11106.91,14380.23,12448.99,6.4
2026-08-02,Niger Seed,Local,Koyambedu,Chennai,Tamil Nadu,9129.49,12740.54,10999.5,5.51
2026-08-02,Niger Seed,Local,Vashi,Mumbai,Maharashtra,11533.05,14163.4,12549.32,10.65
2026-08-02,Niger Seed,Local,Yeshwanthpur,Bangalore,Karnataka,10853.84,14203.63,12160.66,5.26
2026-08-02,Onion,Nasik Red,Azadpur,New Delhi,Delhi,2371.19,2943.39,2644.19,20492.4
2026-08-02,Onion,Nasik Red,Bowenpally,Hyderabad,Telangana,2621.26,3469.23,3164.3,7285.09
2026-08-02,Onion,Nasik Red,Koyambedu,Chennai,Tamil Nadu,2512.97,3049.99,2778.15,14717.96
2026-08-02,Onion,Nasik Red,Vashi,Mumbai,Maharashtra,2735.49,3510.12,3068.6,11773.02
2026-08-02,Onion,Nasik Red,Yeshwanthpur,Bangalore,Karnataka,2371.3,2993.86,2754.01,10771.65
2026-08-02,Paddy,Common,Azadpur,New Delhi,Delhi,2436.55,3324.05,2935.77,8990.59
2026-08-02,Paddy,Common,Bowenpally,Hyderabad,Telangana,2407.56,3142.19,2709.62,4048.92
2026-08-02,Paddy,Common,Koyambedu,Chennai,Tamil Nadu,2249.65,3167.68,2690.82,6241.56
2026-08-02,Paddy,Common,Vashi,Mumbai,Maharashtra,2462.24,3207.29,2858.4,7582.12
2026-08-02,Paddy,Common,Yeshwanthpur,Bangalore,Karnataka,2304.26,2848.87,2627.05,4018.67
2026-08-02,Potato,Local,Azadpur,New Delhi,Delhi,757.43,1051.01,893.86,20923.65
2026-08-02,Potato,Local,Bowenpally,Hyderabad,Telangana,850.2,1036.56,958.4,11157.51
2026-08-02,Potato,Local,Koyambedu,Chennai,Tamil Nadu,929.14,1110.59,1026.07,10775.52
2026-08-02,Potato,Local,Vashi,Mumbai,Maharashtra,898.69,1139.94,1040.73,19321.38
2026-08-02,Potato,Local,Yeshwanthpur,Bangalore,Karnataka,810.7,1103.84,946.4,8449.26
2026-08-02,Ragi,Local,Azadpur,New Delhi,Delhi,3285.7,4263.84,3697.89,54.85
2026-08-02,Ragi,Local,Bowenpally,Hyderabad,Telangana,3041.55,3856.04,3419.75,26.03
2026-08-02,Ragi,Local,Koyambedu,Chennai,Tamil Nadu,3319.38,4041.71,3617.14,47.97
2026-08-02,Ragi,Local,Vashi,Mumbai,Maharashtra,3493.75,4578.66,3993.87,48.22
2026-08-02,Ragi,Local,Yeshwanthpur,Bangalore,Karnataka,3129.17,4097.58,3579.09,22.95
2026-08-02,Red Gram,Whole,Azadpur,New Delhi,Delhi,7002.65,9541.98,8114.36,650.18
2026-08-02,Red Gram,Whole,Bowenpally,Hyderabad,Telangana,6527.93,8343.46,7473.01,215.68
2026-08-02,Red Gram,Whole,Koyambedu,Chennai,Tamil Nadu,7243.32,9458.71,8323.98,309.37
2026-08-02,Red Gram,Whole,Vashi,Mumbai,Maharashtra,7747.93,9261.53,8553.31,526.98
2026-08-02,Red Gram,Whole,Yeshwanthpur,Bangalore,Karnataka,6615.42,8753.51,7885.55,221.16
2026-08-02,Safflower,Local,Azadpur,New Delhi,Delhi,4391.37,5909.41,5277.25,41.55
2026-08-02,Safflower,Local,Bowenpally,Hyderabad,Telangana,3691.82,4840.4,4303.4,11.75
2026-08-02,Safflower,Local,Koyambedu,Chennai,Tamil Nadu,4480.2,5402.77,4971.5,13.29
2026-08-02,Safflower,Local,Vashi,Mumbai,Maharashtra,3749.79,4749.97,4387.56,16.85
2026-08-02,Safflower,Local,Yeshwanthpur,Bangalore,Karnataka,4296.46,5485.66,4874.55,11.86
2026-08-02,Sesamum,Local,Azadpur,New Delhi,Delhi,12158.84,14871.79,13221.93,105.15
2026-08-02,Sesamum,Local,Bowenpally,Hyderabad,Telangana,10395.53,13176.17,12072.18,62.08
2026-08-02,Sesamum,Local,Koyambedu,Chennai,Tamil Nadu,10550.61,13453.66,11703.06,57.32
2026-08-02,Sesamum,Local,Vashi,Mumbai,Maharashtra,13288.11,16671.53,15000.0,128.68
2026-08-02,Sesamum,Local,Yeshwanthpur,Bangalore,Karnataka,11912.06,14820.57,13538.78,65.89
2026-08-02,Soyabean,Local,Azadpur,New Delhi,Delhi,6297.29,8829.61,7579.13,4376.1
2026-08-02,Soyabean,Local,Bowenpally,Hyderabad,Telangana,5607.36,7074.95,6236.39,1546.26
2026-08-02,Soyabean,Local,Koyambedu,Chennai,Tamil Nadu,5840.41,7433.51,6590.72,1536.2
2026-08-02,Soyabean,Local,Vashi,Mumbai,Maharashtra,6588.4,9173.91,7993.05,2444.65
2026-08-02,Soyabean,Local,Yeshwanthpur,Bangalore,Karnataka,5462.65,7097.32,6316.12,1654.26
2026-08-02,Sunflower,Local,Azadpur,New Delhi,Delhi,7822.94,9508.98,8656.1,90.41
2026-08-02,Sunflower,Local,Bowenpally,Hyderabad,Telangana,6631.75,8612.66,7490.63,25.1
2026-08-02,Sunflower,Local,Koyambedu,Chennai,Tamil Nadu,7128.25,9343.49,7979.35,55.7
2026-08-02,Sunflower,Local,Vashi,Mumbai,Maharashtra,7401.15,9776.32,8354.1,74.29
2026-08-02,Sunflower,Local,Yeshwanthpur,Bangalore,Karnataka,7035.41,8719.55,7846.88,27.83
2026-08-02,Tomato,Local,Azadpur,New Delhi,Delhi,1834.37,2387.8,2043.36,6232.74
2026-08-02,Tomato,Local,Bowenpally,Hyderabad,Telangana,1580.1,1922.99,1777.52,2119.51
2026-08-02,Tomato,Local,Koyambedu,Chennai,Tamil Nadu,1421.92,1827.45,1664.6,2315.09
2026-08-02,Tomato,Local,Vashi,Mumbai,Maharashtra,1801.22,2408.58,2073.86,4839.75
2026-08-02,Tomato,Local,Yeshwanthpur,Bangalore,Karnataka,1445.07,1953.23,1733.89,2954.67
2026-08-02,Wheat,Local,Azadpur,New Delhi,Delhi,2120.51,3038.61,2585.37,30528.9
2026-08-02,Wheat,Local,Bowenpally,Hyderabad,Telangana,2305.73,2799.45,2529.31,10702.26
2026-08-02,Wheat,Local,Koyambedu,Chennai,Tamil Nadu,2272.28,2745.68,2481.56,16748.94
2026-08-02,Wheat,Local,Vashi,Mumbai,Maharashtra,2458.85,3223.77,2771.61,17177.64
2026-08-02,Wheat,Local,Yeshwanthpur,Bangalore,Karnataka,2148.86,2978.43,2540.61,14369.41
2026-08-03,Bajra,Local,Azadpur,New Delhi,Delhi,2362.73,3292.41,2798.29,2131.31
2026-08-03,Bajra,Local,Bowenpally,Hyderabad,Telangana,2105.24,2571.69,2301.13,725.38
2026-08-03,Bajra,Local,Koyambedu,Chennai,Tamil Nadu,1982.0,2458.87,2247.65,1084.05
2026-08-03,Bajra,Local,Vashi,Mumbai,Maharashtra,2213.31,2889.49,2581.02,1431.63
2026-08-03,Bajra,Local,Yeshwanthpur,Bangalore,Karnataka,1824.38,2401.09,2194.15,928.78
2026-08-03,Barley,Local,Azadpur,New Delhi,Delhi,2280.55,2907.34,2487.4,263.35
2026-08-03,Barley,Local,Bowenpally,Hyderabad,Telangana,1724.23,2303.86,2028.83,107.84
2026-08-03,Barley,Local,Koyambedu,Chennai,Tamil Nadu,1967.01,2567.51,2243.09,147.08
2026-08-03,Barley,Local,Vashi,Mumbai,Maharashtra,1944.44,2614.19,2216.26,237.78
2026-08-03,Barley,Local,Yeshwanthpur,Bangalore,Karnataka,1843.81,2608.7,2211.02,127.96
2026-08-03,Bengal Gram,Whole,Azadpur,New Delhi,Delhi,5477.79,7052.28,6455.52,4729.11
2026-08-03,Bengal Gram,Whole,Bowenpally,Hyderabad,Telangana,5583.76,6940.26,6195.41,2053.88
2026-08-03,Bengal Gram,Whole,Koyambedu,Chennai,Tamil Nadu,5830.19,7358.22,6476.22,2181.15
2026-08-03,Bengal Gram,Whole,Vashi,Mumbai,Maharashtra,6243.31,8369.01,7494.15,4061.56
